video,frame_count,width,height,question,answer,qid,type,a0,a1,a2,a3,a4
2454242177,1574,320,240,what did the dog do after getting the ball at the start of the video,1,3,TN,resting,starts biting the ball,walk around in circles,bark,lie on the ball
3526597179,807,640,360,why is the lady in white looking around her as she walks around the house,4,5,CW,looking for a lady,ensure the flower vase do nt fall,calling out to the man,searching for better vantage points,observing
4955723618,1831,640,480,why did the man in black with tied up hair turned backwards after he received the microphone,4,7,CW,script on card,give microphone to lady,pull the fishing rod,check for incoming traffic,go somewhere else
2495861393,1499,500,283,what does the adult do after showing the children the carrot,0,8,TN,bend down to take other things,took bacon,pick up toy leg,on the bed,caress the rabbit
4217422838,1261,640,480,why is the boy seatin down on the floor with a lot green boxes,3,0,CW,free hands for other toys,he fell,push the skateboard,boxing,playing with it
2854886555,480,320,240,how did the boy take the fruit from the tree,0,6,CH,pulled it out,climb the ladder,he jumps up,climb the tree,cut it down
11565498775,1216,640,360,what did the man do after the boy ran away,2,0,TN,lean in to watch,puts it on the table,follow boy,use towel cover it,sitting on the sofa
4219909195,1003,640,480,what did the man do after he adjusted the girl s leg,3,12,TN,clasp her hands,kick,bend her body,look to his left,touch her face
3830567237,716,640,480,why does the man in black hold the water hose at the beginning of the video,0,0,CW,let horse drink,hand gesture,watch the man untie the toy,wash horse s body,drinking
9082180631,406,640,360,where did the lady in black put her hands while she skate,1,6,TC,cross in front,behind her back,touch her hair,hold the sledge,her nose
4010069381,369,640,480,why does the lady walks away after the conversation with man is over,3,3,CW,pick up phone,enjoying stroll,giving her space to perform,help man do something else,performance ended
3078294001,335,640,480,why does the man in black open up his hands near the end,3,1,CW,protect his hands,playing game,test projector,hand gesture while talking,finish writing
4130504920,422,640,480,why was there a balloon above the baby at the start,4,6,CW,blow dry the toy,continue lighting it up,look at something,learning to swim,playing around
5561024834,947,640,360,why does the boy cover himself with the blanket near the end,0,3,CW,playing,keep warm,playing with baby,prevent water into eyes,hot weather
9735768590,680,640,360,how does the woman attain the baby s attention at the start,0,7,CH,tucking out her tongue,with cloth,push the chair baby is in,push baby over,shakes her head
4036955771,2697,640,480,what did the man and boy behind do as the band was performing at the start,2,2,TC,wave hand to the crowd,dancing,walk behind them,play guitar,look at the guitarist
4485707628,1933,352,288,why did the white dog get onto rock,3,3,CW,bite brown dog,for food,carry by owner,to rest,for shade
7728559968,1480,640,360,how do the kittens move their legs,2,6,CH,rolling,jumping,kick,licking,pulling the string
6713120511,1664,640,360,what does the first person do with her hands as she slid down,3,2,TC,playing with sticks,drinking soup,pick up shoe,stretched out,jumps up
4485498145,496,640,480,why does the woman in pink use her hands while talking,3,3,CW,speaking something,make others notice that,expressive,to explain the man well,engrossed
4857781123,1101,640,1138,what does the dog do after the toy is put away at the end,3,6,TN,get back up,continue walking,play with toy,turn away,walked to a bozx before turning back
2871995580,2697,500,375,why does the kid go to corner of the room with the box near the start of the video,4,2,CW,playing,dancing,wants to play with baby,pat the cat there,find something
4444192938,866,640,360,what does the girl in red do with her hands while walking down the stairs,3,6,TC,stretch her hands,entered too,drags the box out,nose picking,stop in the middle
2669452260,456,640,480,what does the man do after drinking,3,4,TN,touch his fingers,cap the bottle,close the bottle,put down the can,put on gloves
4260763967,1017,640,480,why is the boy in blue holding the black item in his hands,0,0,CW,want to play,he is performing a show,watching girl in pink,playing phone,drink water
2679130168,1504,320,240,why did the adult keep hitting on the cushion as the girl s watching the adult,3,1,CW,remove dust,clean the cushion,change cushion covers,show the girl how to play,adjusting position of the cushion
3375218204,2241,640,480,what do the children do after lying on the ground for a while in the middle,4,9,TN,suck their thumb,touches the plant,wave their hands,pet the dog,stand up
2932897373,558,500,375,why did the cameraman keep turning around,2,5,CW,wave towards audiences,capture the helicopter,show the scenery,film the man riding,look between baby and camera
8330342965,1313,640,362,why does the girl stretch her hands outwards in the video,1,9,CW,cue woman to talk,throw the airplane,dancing,point at something,holding girl
10082798964,345,640,360,how does the lady teach the baby,2,9,CH,read from book,talk to baby,using hand gestures,hold baby in her hands,strap baby to body
6136926089,1522,480,640,how does the baby interact with the slide in the middle of the video,0,3,CH,lay on the slide,baby sit down,hold them together,lie on tummy,bend down
6160414832,1831,640,480,what is the shirtless boy doing in front of the camera near the end of the video,4,3,TC,sleeping,playing with dog,surfing,touch the camera,dancing
11276567104,989,640,360,why did the priest pat the woman in white before she stood up,4,1,CW,carry her up,prevent fall,playing with girl,being unsure,tell her to stand up
4367056464,1162,640,360,what does the girl do with her hands in the middle of the video,2,7,TC,riding bicycle,turned behind,clapping,unwrapping present,put in the mouth
6244382586,619,640,360,what is the girl in blue looking at at the start of the video,1,1,TC,mountains,the yellow shirt girl,the girl in purple,glass beaker,the man in blue
7571121368,1690,640,360,why does the girl in pink look at the child at the beginning,2,4,CW,watching to ensure safety,engrossed,watch her cross the intersection,to understand what is going on,uniform
5349969207,1193,640,360,why does the brown dog show its belly after lying down,0,2,CW,confortable,excited,eating,play together,to bite the white dog
5061117640,1587,568,320,what does the man in grey do after looking into the room at the start,2,4,TN,sitting,look at the presenters,enter the room,pick something up,watch
4260763967,1017,640,480,why are the boys sitting on the green mat on the floor,2,2,CW,playing toy phone,reading,play mat,pet the dog,sleeping
4765564263,420,640,480,how did the boy with orange pants moved himself on the orange sheet at the beginning of the video,2,2,CH,hold the handle,jump off,glide,slide away,rolling side to side
6018490041,825,640,480,why is the person at bottom right holding a camera,4,4,CW,record a speech,pass camera to other man,take photo of kids,record the music performance,record the race
2930782930,939,640,480,why did the lady shift the baby up at the beginning of the video,0,6,CW,adjust,hug baby,more comfortable position,enjoying the song,take pink balloon
3372023610,1017,640,480,how did the man in grey play his instrument,0,7,CH,strum it,with a bow,press buttons,press piano keys,with two sticks
3192668394,2079,320,176,what is the woman in blue doing with a piece of paper and drawing equippment while sitting at the sofa,2,2,TC,writing a letter,drawing a dog,drawing portrait of lady in grey,taking memos,drawing the violin
3198533789,690,640,362,why does the man in white flick his feet backwards before he starts using the water pump,1,4,CW,practicing,create balance,strong current,keep to the beat,play with water
2716277960,402,500,375,how did the two men get the bicycles across the river,1,4,CH,bagpack,carry the bicycles,ride up and down slopes,balance,sitting on bicycle seat
6163877860,2160,640,360,how did the baby move around the sofa,4,5,CH,man carried him,using a baby chair,bounce up and down,roll around,crawl
8428551576,2688,640,360,why does the baby put the ipod down and climb away near the end of the video,1,6,CW,use the tool on the tyre,grab the metal pans,attracted by blue item,push the trolley,show what music he is playing
4822859674,861,640,480,how happpened to the boy after the man released his hands in the middle,2,5,TN,sit down,turn around,fall over,start dancing,run away
2434859163,615,500,375,how are the viewers interacting with polar bears,4,6,CH,stay near them,walk around them,touch their furs,feeds them food,stay behind the glass
3981865268,1109,640,480,how did the man knew how to control his performance,3,8,CH,move left and right,copy the man s action,look at the screen behind,operate the machine,play the piano
